tail_number,date,aircraft,origin,origin_location,destination,destination_location,departure,arrival,duration
N548LM,28-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",09:51PM AKDT,10:50PM AKDT,0:58
N548LM,28-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:10PM AKDT,09:04PM AKDT,0:54
N548LM,28-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",05:51PM AKDT,06:45PM AKDT,0:53
N548LM,28-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:24PM AKDT,05:18PM AKDT,0:54
N548LM,28-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",02:28PM AKDT,03:22PM AKDT,0:54
N548LM,28-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:17AM AKDT,11:44AM AKDT,1:26
N548LM,28-Jun-2022,LJ31,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",08:51AM PDT,09:43AM AKDT,1:52
N548LM,27-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",05:24PM AKDT,08:19PM PDT,1:54
N548LM,27-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",03:27PM AKDT,04:51PM AKDT,1:24
N548LM,26-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:06PM AKDT,05:02PM AKDT,0:56
N548LM,26-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",02:09PM AKDT,03:04PM AKDT,0:54
N548LM,26-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",11:31AM AKDT,12:27PM AKDT,0:55
N548LM,26-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",09:35AM AKDT,10:31AM AKDT,0:56
N548LM,26-Jun-2022,LJ31,Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",04:04AM AKDT,05:52AM AKDT,1:47
N548LM,26-Jun-2022,LJ31,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",02:43AM PDT,03:27AM AKDT,1:43
N548LM,25-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",10:15PM AKDT,01:04AM PDT (+1),1:49
N548LM,25-Jun-2022,LJ31,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",08:11PM AKDT,09:45PM AKDT,1:33
N548LM,25-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",07:05PM AKDT,07:44PM AKDT,0:39
N548LM,25-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:19PM AKDT,03:38PM AKDT,1:19
N548LM,25-Jun-2022,LJ31,Grant County Intl (KMWH),"Grant County Intl (Moses Lake, WA) - KMWH",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",12:13PM PDT,01:22PM AKDT,2:08
N548LM,25-Jun-2022,LJ31,Salt Lake City Intl (KSLC),"Salt Lake City Intl (Salt Lake City, UT) - KSLC",Grant County Intl (KMWH),"Grant County Intl (Moses Lake, WA) - KMWH",11:04AM MDT,11:25AM PDT,1:21
N548LM,24-Jun-2022,LJ31,Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",Salt Lake City Intl (KSLC),"Salt Lake City Intl (Salt Lake City, UT) - KSLC",03:59PM AKDT,08:47PM MDT,2:48
N548LM,24-Jun-2022,LJ31,"Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",01:47PM AKDT,03:27PM AKDT,1:40
N548LM,24-Jun-2022,LJ31,"Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,Juneau Intl (JNU / PAJN),"Juneau Intl (Juneau, AK) - JNU / PAJN",01:47PM AKDT,,Diverted
N548LM,24-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC","Warren ""Bud"" Woods Palmer Muni (PAQ / PAAQ)",Warren ,11:30AM AKDT,11:48AM AKDT,0:17
N548LM,23-Jun-2022,LJ31,Ugnu-Kuparuk (UBW / PAKU),"Ugnu-Kuparuk (Kuparuk, AK) - UBW / PAKU",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:50PM AKDT,11:14PM AKDT,1:24
N548LM,23-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Ugnu-Kuparuk (UBW / PAKU),"Ugnu-Kuparuk (Kuparuk, AK) - UBW / PAKU",07:48PM AKDT,09:14PM AKDT,1:26
N548LM,23-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:44PM AKDT,04:39PM AKDT,0:55
N548LM,23-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",12:34PM AKDT,01:34PM AKDT,1:00
N548LM,21-Jun-2022,LJ31,Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:57PM AKDT,11:38PM AKDT,1:40
N548LM,21-Jun-2022,LJ31,Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",Ketchikan Intl (KTN / PAKT),"Ketchikan Intl (Ketchikan, AK) - KTN / PAKT",08:49PM PDT,09:27PM AKDT,1:38
N548LM,21-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Boeing Field Intl (KBFI),"Boeing Field Intl (Seattle, WA) - KBFI",01:58AM AKDT,04:37AM PDT,1:39
N548LM,20-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",11:32PM AKDT,12:59AM AKDT (+1),1:26
N548LM,20-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",08:30PM AKDT,09:25PM AKDT,0:55
N548LM,20-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",06:43PM AKDT,07:37PM AKDT,0:54
N548LM,20-Jun-2022,LJ31,Homer (HOM / PAHO),"Homer (Homer, AK) - HOM / PAHO",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",09:24AM AKDT,09:46AM AKDT,0:22
N548LM,20-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Homer (HOM / PAHO),"Homer (Homer, AK) - HOM / PAHO",07:59AM AKDT,08:25AM AKDT,0:25
N548LM,19-Jun-2022,LJ31,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",03:59PM AKDT,04:41PM AKDT,0:41
N548LM,19-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",01:53PM AKDT,02:32PM AKDT,0:38
N548LM,19-Jun-2022,LJ31,Deadhorse (SCC / PASC),"Deadhorse (Deadhorse, AK) - SCC / PASC",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",10:14AM AKDT,11:40AM AKDT,1:25
N548LM,19-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Deadhorse (SCC / PASC),"Deadhorse (Deadhorse, AK) - SCC / PASC",08:08AM AKDT,09:33AM AKDT,1:25
N548LM,19-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",02:07AM AKDT,03:04AM AKDT,0:57
N548LM,18-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",11:53PM AKDT,12:45AM AKDT (+1),0:52
N548LM,18-Jun-2022,LJ31,Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",06:35PM AKDT,07:32PM AKDT,0:57
N548LM,18-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Bethel (BET / PABE),"Bethel (Bethel, AK) - BET / PABE",04:33PM AKDT,05:26PM AKDT,0:52
N548LM,18-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",11:28AM AKDT,12:53PM AKDT,1:25
N548LM,18-Jun-2022,LJ31,Portland-Hillsboro (KHIO),"Portland-Hillsboro (Portland, OR) - KHIO",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",09:28AM PDT,10:48AM AKDT,2:19
N548LM,17-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Portland-Hillsboro (KHIO),"Portland-Hillsboro (Portland, OR) - KHIO",01:26PM AKDT,04:29PM PDT,2:03
N548LM,17-Jun-2022,LJ31,Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",11:03AM AKDT,12:52PM AKDT,1:48
N548LM,17-Jun-2022,LJ31,Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",Fairbanks Intl (FAI / PAFA),"Fairbanks Intl (Fairbanks, AK) - FAI / PAFA",09:22AM AKDT,10:00AM AKDT,0:38
N548LM,17-Jun-2022,LJ31,Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",Anchorage Intl (PANC),"Anchorage Intl (Anchorage, AK) - PANC",06:37AM AKDT,08:00AM AKDT,1:23
N548LM,17-Jun-2022,LJ31,Renton Muni (KRNT),"Renton Muni (Renton, WA) - KRNT",Sitka Rocky Gutierrez (SIT / PASI),"Sitka Rocky Gutierrez (Sitka, AK) - SIT / PASI",05:07AM PDT,06:09AM AKDT,2:01
N548LM,16-Jun-2022,LJ31,Juneau Intl (JNU / PAJN),"Juneau Intl (Juneau, AK) - JNU / PAJN",Renton Muni (KRNT),"Renton Muni (Renton, WA) - KRNT",11:52PM AKDT,02:52AM PDT (+1),1:59
